movieId,title,genres,tag,imdbId,tmdbId,tmdb_title,tmdb_overview,tmdb_release_date,tmdb_vote_average
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,,79833,15371.0,Lupin the Third: The Castle of Cagliostro,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",1979-12-15,7.5
8254,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,,106307,11044.0,Arizona Dream,"An Innuit hunter races his sled home with a fresh-caught halibut. This fish pervades the entire film, in real and imaginary form. Meanwhile, Axel tags fish in New York as a naturalist's gofer. He's happy there, but a messenger arrives to bring him to Arizona for his uncle's wedding. It's a ruse to get Axel into the family business. In Arizona, Axel meets two odd women: vivacious, needy, and plagued by neuroses and familial discord. He gets romantically involved with one, while the other, rich but depressed, plays accordion tunes to a gaggle of pet turtles",1993-01-06,7.195
8261,3 Women (Three Women) (1977),Drama,,75612,41662.0,3 Women,"Two co-workers, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship after becoming roommates.",1977-04-10,7.254
8264,Grey Gardens (1975),Documentary,,73076,17346.0,Grey Gardens,"Edie Bouvier Beale and her mother, Edith, two aging, eccentric relatives of Jackie Kennedy Onassis, are the sole inhabitants of a Long Island estate. The women reveal themselves to be misfits with outsized, engaging personalities. Much of the conversation is centered on their pasts, as mother and daughter now rarely leave home.",1976-02-19,7.258
8266,Purple Rain (1984),Drama|Musical,Prince,87957,13763.0,Purple Rain,"A victim of his own anger, the Kid is a Minneapolis musician on the rise with his band, the Revolution, escaping a tumultuous home life through music. While trying to avoid making the same mistakes as his truculent father, the Kid navigates the club scene and a rocky relationship with a captivating singer, Apollonia. But another musician, Morris, looks to steal the Kid's spotlight -- and his girl.",1984-07-27,6.682
8268,Point of No Return (1993),Action|Thriller,,107843,10498.0,Point of No Return,"Hardened criminal Maggie Hayward's consistent violence, even in police custody, ends in the execution chamber. However, top-secret US government agent 'Bob' arranges a staged death, so Maggie can be elaborately trained as a phantom killer and subdued into obedience.",1993-03-19,6.224
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance,,100112,11796.0,The Hairdresser's Husband,"The film begins with a flashback from the titular character, Antoine. We are introduced to his fixation with female hairdressers which began at a young age. The film uses flashbacks throughout and there are frequent parallels drawn with the past. We are unsure what Antoine has done with his life, however, we know he has fulfilled his childhood ambition, to marry a hairdresser.",1990-10-03,6.9
8275,College (1927),Comedy,In Netflix queue,17765,34847.0,College,A bookish college student dismissive of athletics is compelled to try out sports to win the affection of the girl he loves.,1927-09-10,6.813
8290,Mitchell (1975),Action|Crime,,73396,32303.0,Mitchell,"A tough-guy cop pursues two drug runners across the city to bust a large syndicate.  Very much an anti-hero, Mitchell often ignores the orders of his superiors and demonstrates disdain for by-the-book development work as well as normal social graces.",1975-09-10,3.167
8293,Used People (1992),Comedy|Drama,,105706,41779.0,Used People,"At her husband's funeral, Pearl, Jewish mother of two divorced and antagonistic daughters, meets an old Italian friend of her husband, whose advice years previously had stopped the husband leaving home. For 23 years he, now a widower, has secretly loved Pearl...",1992-12-16,5.5
8302,"Front Page, The (1931)",Comedy|Drama|Romance,,21890,42814.0,The Front Page,"Hildy Johnson is an investigative reporter is looking for a bigger paycheck. When an accused murderer escapes from custody, Hildy sees an opportunity for the story of a lifetime. But when he finds the criminal, he learns that the man may not be guilty. With the help of his editor, Hildy attempts to hide the convict, uncover the conspiracy and write the scoop of his career.",1931-04-04,6.5
8327,Dolls (2002),Drama|Romance,,330229,870.0,Dolls,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",2002-10-12,7.555
8331,"Man Who Came to Dinner, The (1942)",Comedy,,33874,26319.0,The Man Who Came to Dinner,An acerbic critic wreaks havoc when a hip injury forces him to move in indefinitely with a Midwestern family.,1942-01-01,6.742
8335,Make Way for Tomorrow (1937),Drama,heartbreaking,29192,41059.0,Make Way for Tomorrow,"At a family reunion, the Cooper clan find that their parents' home is being foreclosed. ""Temporarily,"" Ma moves in with son George's family, Pa with daughter Cora. But the parents are like sand in the gears of their middle-aged children's well regulated households. Can the old folks take matters into their own hands?",1937-05-09,7.573
8336,"Major and the Minor, The (1942)",Comedy|Romance,,35019,39871.0,The Major and the Minor,"Susan Applegate, tired of New York after one year and twenty-five jobs, decides to return to her home town in Iowa. Discovering she hasn't enough money for the train fare, Susan disguises herself as a twelve-year-old and travels for half the price. Caught out by the conductors, she hides in the compartment of Major Philip Kirby, a military school instructor who takes the ""child"" under his wing.",1942-09-16,6.95
8337,"Caine Mutiny, The (1954)",Drama|War,military,46816,10178.0,The Caine Mutiny,"When a US Naval captain shows signs of mental instability that jeopardize his ship, the first officer relieves him of command and faces court martial for mutiny.",1954-06-23,7.167
8338,Black Narcissus (1947),Drama,convent|religion,39192,16391.0,Black Narcissus,"A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",1947-05-26,7.51
8340,Escape from Alcatraz (1979),Drama|Thriller,,79116,10734.0,Escape from Alcatraz,"San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",1979-06-22,7.526
8341,Oliver Twist (1948),Adventure|Crime|Drama,Dickens,40662,10949.0,Oliver Twist,"When 9-year-old orphan Oliver Twist dares to ask his cruel taskmaster, Mr. Bumble, for a second serving of gruel, he's hired out as an apprentice. Escaping that dismal fate, young Oliver falls in with the street urchin known as the Artful Dodger and his criminal mentor, Fagin. When kindly Mr. Brownlow takes Oliver in, Fagin's evil henchman Bill Sikes plots to kidnap the boy.",1948-06-28,7.468
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,ogres,298148,809.0,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",2004-05-19,7.249
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,,319262,435.0,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",2004-05-26,6.508
8362,Raising Helen (2004),Comedy|Drama|Romance,,350028,4599.0,Raising Helen,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",2004-05-27,6.1
8363,Soul Plane (2004),Comedy,,367085,12657.0,Soul Plane,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",2004-05-28,5.383
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,,367790,28219.0,Baadasssss!,"Director Mario Van Peebles chronicles the complicated production of his father Melvin's classic 1971 film, ""Sweet Sweetback's Baadasssss Song."" Playing his father in the film, Van Peebles offers an unapologetic account of Melvin's brash and sometimes deceptive conduct on the set of the film, including questionable antics like writing bad checks, tricking a local fire department and allowing his son, Mario, to shoot racy sex scenes at the age of 11.",2004-05-28,6.537
8366,Saved! (2004),Comedy|Drama,pregnancy|religion,332375,13193.0,Saved!,"Mary is a good Christian girl who goes to a good Christian high school where she has good Christian friends and a perfect Christian boyfriend. Her life seems perfect, until the day that she finds out that her boyfriend may be gay — and that she’s pregnant.",2004-01-21,6.4
